id,product_id,user_id,profilename,helpfulnessnumerator,helpfulnessdenominator,rating,time,summary,text,purchased
5919,533,1576,"""Texas """"Grandma""""""",0,0,5,1241395200,OATMEAL - ANOTHER CHOICE,Delighted with my first ever Irish Oats/Steel Cut.  As a Diabetic this should help me with my blood sugar -- natural carb with a slow release!<br /><br />Cook up a batch in the slow cooker and use left overs (microwave) for a couple of days.  Great . . . will be purchasing more.<br /><br />Thanks McCann's and Amazon.,1
5920,533,1859,"""M. chang """"MimiMom""""""",1,2,5,1239235200,Texture and the taste are totally different from the pressed oats!,I have been having Quaker Oatmeal for yesrs until trying this today! The texture and the taste are completely different from the pressed oat. It worths cooking for half hour. My son love it at the first bite! My 8-month-old baby is also love it! I uaually cook the portion which will be enough for 2~3 days. Drop one spoon or two into the worm milk every morning to make my breakfast much more healthier! This one is so good that it will be hard for me to go back to pressed oatmeal.....,1
5922,940,2015,Janice M. Edmondson,0,0,5,1340323200,eleteamazon,"""I really like this product to add to water so that I don't have to drink so much Gatorade and sweetened/acidic beverages.  I use this because I have very low sodium levels and my doctors do not want me drinking """"free water"""".<br /><br />The only complaint I have is that it didn't arrive when promised and I didn't have it in time to take with me on vacation.""",1
5923,1171,3157,April C,1,1,5,1323216000,Perfect for my candy buffet!,I ordered these for my upcoming wedding candy buffet. I am doing all navy and white and these go perfectly. They are individually wrapped and a true navy color. The packaging was great. Each lollipop is wrapped in bubble wrap. Love them!,1
5925,1171,1106,Ryan from NY,0,0,5,1347580800,Great!!,Perfect! These are great vintage looking lollipops for our vintage wedding. Good quality. Pic on Amazon selling page is what you get.,1
5936,685,1450,K. Pope,2,2,2,1238025600,mine was also improperly sealed,I also ordered a flat of food (they were on sale) that contained The Turkey and Wild Rice Dinner.  One of them was also improperly sealed; the lid popped.  We were lucky because I just happened to check that one.  Now I'm so paranoid that I check all of them several times.  I called Earth's Best and they assured me that they haven't had this problem before and that I shouldn't worry about it.  I'm so suprised that this got passed QA/QC inspection at a baby food manufacturer.  Why would a company take the risk of bad publicity when baby food manufacturers rely so much on a reputation of safety?!,0
5952,685,70,K.M.,0,0,5,1298851200,Son loves this flavor!!,My picky eater LOVES this flavor.  Each jar is 110 calories & 5 grams of fat so this momma LOVES this flavor as well.  I'm ordering more because it's the one flavor (besides green beans) that I know my son will eat.,1
5953,685,1006,LynnA,0,0,5,1280534400,Excellent nutrition and great taste,This is a terrific baby food.  It has beef and spinach AND tastes great!  It was the first meat baby food my son would eat.  I tasted it myself and it's quite good.,1
5954,685,114,Angela,0,0,5,1267401600,baby really likes this one,My baby is 8 months and I purchased the gourmet meals pack. She really liked this one best out of all of them.,1
5958,685,3183,J. Quinn,1,2,1,1237334400,It gone bad before we open,It was bad before we open them. I saw them when we got. I did open. It had some spot green color. I did not know what it was. I was very upset. Do not buy this product.,0
5961,637,4240,lprkaun,0,0,5,1307836800,Great Chipotle Taste,We live in the middle of nowhere so we end up ordering a lot of spices etc. that can't be found locally.  This gives great chipotle taste with just a little sprinkled on.  I'm going to order a few more of these because I never want to run out of it.,1
5963,79,582,Cynthia,0,0,2,1350864000,Too Small,This is for puppies the bag is super small!!!The bag didn't last more than a day. I thought it was funny when I got the bag I thought it was a gift to be honest!!!,0
5966,79,2334,Joyce E. Cheney,0,1,5,1302566400,Order 10lbs - Great treats,Use these as treats for my five labs.  Use only this type as they contain the ingredients I am looking for and are a great size for labs.  Ordered them for years.  Dogs love them.,1
5967,79,1599,S. Tigner,0,1,3,1167782400,Real hard Bites,My dogs really did not care for these. were not real p-nutty.,0
5970,682,1953,marena,0,1,5,1326326400,great gift,Bought this for my chocolate lover boyfriend and he loved it ! he shared it with me and they were delicious. Thank you!,1
5971,682,2862,Raf,0,1,5,1326326400,love it,some of the best chocolates i ever tasted. If you are a chocolates lover then you have to try these,1
5974,272,1940,Shepherdess,1,1,5,1254355200,Wonderful coffee with hint of dark chocolate!,I never drank coffee in my life - received a gift of Ghiradelli chocolate flavored coffee for Christmas - searched on line and found this Dark Chocolate Decadence. It is the absolute best - have it on bi-monthly subscription order now with Amazon. If you are a fan of dark chocolate - this is a wonderful coffee - very smooth with just a hint a dark chocolate in the background. Delicious sweetened with honey and milk. Also divine with Almond Milk or Vanilla Soy Milk.  Coffee Masters make wonderful coffee.,1
5975,272,3899,"""Alison Handley """"alisondhandley""""""",2,3,1,1240185600,Alison,I am big coffee lover.  This was some of the worst coffee I have ever had.  It smells wonderful but the taste is horrible.  I would not recommend purchasing this coffee at all.,0
5983,80,920,Valya,0,0,5,1334620800,Good,My dog loves this flavor. Quality of cookie overall is very good. This particular smell drives him crazy!! On Amazon I get much chipper than in a store.,1
5985,80,733,"""Kim Aparicio """"groommistress""""""",0,0,5,1329177600,Best Treats Ever!,"""Old Mother Hubbard treats are the best and at a reasonable price. Their treats come in a lot of different sizes and flavors. They offer a variety of products that all dogs will love. My three black labs love the peanut butter and Bac'N""""Cheez.""",1
5987,724,2784,"""Leslie A. Roberts """"LAR""""""",1,2,5,1309824000,It's all about the convenience...,We live an hour away from any stores that would carry this product so it's easier and cheaper than making the trip.,1
5988,271,1551,"""Wong Ba """"lung dong""""""",2,2,3,1292457600,smells good....,"""It definitely smells like dark chocolate but the taste is just average.... I can't say I taste the """"dark chocolate decadence"""".... And it's not that strong but usually I like stronger tasting coffee.""",0
5991,271,1513,Momma Wheats,1,1,4,1271721600,Very rich and major chocolate flavor!,We like to mix this with regular coffee because it's so strong and rich by itself that it makes it go further and isn't too overpowering.,1
5996,271,498,J. OTTO,1,7,1,1278720000,This is not that great,You have to put a lot of sugar in  this to make it taste good. The coffee just by itself kind if has a stinky smell like a poopy diaper or a pee pee poo poo puppy in a cup. Next time I am going for raspberry flavored coffee...cause the chocolate is like poop. YUCK.,0
6000,971,4081,"""WGC """"WGC""""""",1,1,5,1335398400,pleased with this recommendation,We tried all flavors for our cats and the rabbit was the apparent favorite for all of them. Took a recommendation from catinfo.org for this food as it is closest to the diet that a cat would naturally eat. Coats are softer and glossy. Energy levels seem to be up. Quite pleased with the results so far.,1
6016,498,3258,J. funk,1,2,5,1334102400,Hemp oil pluses,I purchased the hemp oil for my mom to help with pain relieve. The Omega oils are suppose to help with join movement and pain. I have noticed that when she takes the vitamin her pain is less than the times that we are out and she has to wait.,1
6017,498,3132,drthvder01,1,2,5,1332633600,GREAT!!!,I Love this brand....and please tell EVERYONE you know...Hemp oil is sooooo beneficial for you...do your research...you will understand that getting 3 Omegas and some,1
6018,498,959,Douglas W. Middleton,1,2,4,1317945600,Good Quality,It is hard to tell most of the time if supplements work but I just have a greater sense of well being when I take this product. It really is a good source for essential fatty acids. I expect to keep taking it.,1
6025,209,2971,J. Craig,0,0,5,1349308800,Great gum,Very tasty gum and the xylitol is wonderful.  My youngest daughter's dentist recommneds that she chew xylitol gum 3 to 4 times each day to help prevent cavities.  Her baby teeth had a cavity in every tooth along with three crowns!!!!  Her adult teeth seem to be much more cavity resistent and I believe the gum is helping prevent the cavities.,1
6027,209,590,natural critic,0,0,3,1170028800,Xylichew Peppermint Gum,Have had this gum from other sources and always liked it. This particular shipment seems to have much less peppermint flavor than before...could be it is older gum(there is no expiration date on it) or they are making it with less peppermint now. Otherwise I received this order very quickly.,0
6030,537,2720,Thomas,8,8,1,1212105600,Ridiculous price,The advertised regular price of $99.99 is ridiculous.  5 hour energy drinks are widely available for $2.00 each.  Don't buy from sellers who inflate prices and charge ridiculous amounts.  You can get a case of 12 for $20 right here on Amazon.,0
6034,537,3087,FIBONACCI,0,0,5,1269734400,great product,well u get the energy u really want for the 5 hours and it really boast u a bit but that u will be calm again and need to rest.. not bad great product,1
